County,1929_RUNNING,1931_RUNNING,1933_RUNNING,1935_RUNNING,1937_RUNNING,1939_RUNNING,1941_RUNNING,1943_RUNNING,1945_RUNNING,1947_RUNNING,1949_RUNNING,1951_RUNNING,1953_RUNNING,1955_RUNNING,1957_RUNNING,1959_RUNNING,1961_RUNNING,1963_RUNNING,1965_RUNNING,1967_RUNNING,1969_RUNNING,1971_RUNNING,1973_RUNNING,1975_RUNNING,1977_RUNNING,1979_RUNNING,1981_RUNNING,1983_RUNNING,1985_RUNNING,1987_RUNNING,1989_RUNNING,1991_RUNNING,1993_RUNNING,1995_RUNNING,1997_RUNNING,1999_RUNNING,2001_RUNNING,2003_RUNNING,2005_RUNNING,2007_RUNNING,2009_RUNNING,2011_RUNNING,2013_RUNNING,2015_RUNNING,2017_RUNNING,2019_RUNNING,1929_REPS_RUNNING,1931_REPS_RUNNING,1933_REPS_RUNNING,1935_REPS_RUNNING,1937_REPS_RUNNING,1939_REPS_RUNNING,1941_REPS_RUNNING,1943_REPS_RUNNING,1945_REPS_RUNNING,1947_REPS_RUNNING,1949_REPS_RUNNING,1951_REPS_RUNNING,1953_REPS_RUNNING,1955_REPS_RUNNING,1957_REPS_RUNNING,1959_REPS_RUNNING,1961_REPS_RUNNING,1963_REPS_RUNNING,1965_REPS_RUNNING,1967_REPS_RUNNING,1969_REPS_RUNNING,1971_REPS_RUNNING,1973_REPS_RUNNING,1975_REPS_RUNNING,1977_REPS_RUNNING,1979_REPS_RUNNING,1981_REPS_RUNNING,1983_REPS_RUNNING,1985_REPS_RUNNING,1987_REPS_RUNNING,1989_REPS_RUNNING,1991_REPS_RUNNING,1993_REPS_RUNNING,1995_REPS_RUNNING,1997_REPS_RUNNING,1999_REPS_RUNNING,2001_REPS_RUNNING,2003_REPS_RUNNING,2005_REPS_RUNNING,2007_REPS_RUNNING,2009_REPS_RUNNING,2011_REPS_RUNNING,2013_REPS_RUNNING,2015_REPS_RUNNING,2017_REPS_RUNNING,2019_REPS_RUNNING
Buena Vista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,"Mary Lou Freeman, Republican, 2003–2007","Mary Lou Freeman, Republican, 2003–2007","Mary Lou Freeman, Republican, 2003–2007","Mary Lou Freeman, Republican, 2003–2007","Mary Lou Freeman, Republican, 2003–2007","Mary Lou Freeman, Republican, 2003–2007","Mary Lou Freeman, Republican, 2003–2007","Mary Lou Freeman, Republican, 2003–2007","Mary Lou Freeman, Republican, 2003–2007"
Butler,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No female representatives,No female representatives,"Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935","Ada L. (Adair) Garner, Democrat, 1933–1935"
Calhoun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,"Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979","Opal L. Miller, Democrat, 1975–1979"
Carroll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives
Cass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives
Cedar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives
Cerro Gordo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,"Olga D. Wolcott, Democrat, 1965–1967","Olga D. Wolcott, Democrat, 1965–1967","Olga D. Wolcott, Democrat, 1965–1967","Olga D. Wolcott, Democrat, 1965–1967","Olga D. Wolcott, Democrat, 1965–1967","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991; Sharon S. Steckman, Democrat, 2009–2021","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991; Sharon S. Steckman, Democrat, 2009–2021","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991; Sharon S. Steckman, Democrat, 2009–2021; Linda L. Upmeyer, Republican, 2013–2021","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991; Sharon S. Steckman, Democrat, 2009–2021; Linda L. Upmeyer, Republican, 2013–2021","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991; Sharon S. Steckman, Democrat, 2009–2021; Linda L. Upmeyer, Republican, 2013–2021","Olga D. Wolcott, Democrat, 1965–1967; Betty J. Clark, Republican, 1977–1991; Sharon S. Steckman, Democrat, 2009–2021; Linda L. Upmeyer, Republican, 2013–2021"
Cherokee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives
Chickasaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives
Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives
Clay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,"Megan Jones, Republican, 2013–2021","Megan Jones, Republican, 2013–2021","Megan Jones, Republican, 2013–2021","Megan Jones, Republican, 2013–2021"
Clayton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,"Patti Ruff, Democrat, 2013–2017","Patti Ruff, Democrat, 2013–2017","Patti Ruff, Democrat, 2013–2017","Patti Ruff, Democrat, 2013–2017; Anne Osmundson, Republican, 2019–2021"
Clinton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,"Polly Bukta, Democrat, 1997–2011","Polly Bukta, Democrat, 1997–2011","Polly Bukta, Democrat, 1997–2011","Polly Bukta, Democrat, 1997–2011","Polly Bukta, Democrat, 1997–2011","Polly Bukta, Democrat, 1997–2011","Polly Bukta, Democrat, 1997–2011","Polly Bukta, Democrat, 1997–2011; Mary Lynn Wolfe, Democrat, 2011–2021","Polly Bukta, Democrat, 1997–2011; Mary Lynn Wolfe, Democrat, 2011–2021","Polly Bukta, Democrat, 1997–2011; Mary Lynn Wolfe, Democrat, 2011–2021","Polly Bukta, Democrat, 1997–2011; Mary Lynn Wolfe, Democrat, 2011–2021","Polly Bukta, Democrat, 1997–2011; Mary Lynn Wolfe, Democrat, 2011–2021"
Crawford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives
Dallas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,No female representatives,"Virginia J. Poffenberger, Republican, 1979–1983","Virginia J. Poffenberger, Republican, 1979–1983","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987","Virginia J. Poffenberger, Republican, 1979–1983; Jo Ann Zimmerman, Democrat, 1983–1987"
